Name,Nation,Club,League,OVR,POT,Age,Height,Weight,Position,Reputation,Value,Wage
Batista Mendy,France , Angers SCO , France Ligue 1 (1),71,79,22,191cm,82kg,"CDM, CM, CB",1,£3.6M,£10.5K
Albert Vallci,Austria , FC St. Gallen , Switzerland Super League (1),71,72,27,191cm,82kg,"RB, CB, CDM",1,£1.8M,£6.5K
Kaique Mutto,Brazil , RB Bragantino , CONMEBOL Libertadores,69,69,30,191cm,82kg,GK,1,£900K,£5K
Gurkan Balcalan,Turkey , Hatayspor , Turkey S√ºper Lig (1),68,68,26,191cm,82kg,ST,1,£1.2M,£5.9K
Wu Yan,China PR , Dalian Professional , China Super League (1),68,68,33,191cm,82kg,GK,1,£575K,£3K
Cory Burke,Jamaica , New York Red Bulls , USA Major League Soccer (1),68,68,30,191cm,82kg,ST,1,£1.1M,£3.5K
Karol Mets,Estonia , FC St. Pauli , Germany 2. Bundesliga (2),68,69,29,191cm,82kg,CB,1,£1000K,£6.5K
Kervin Arriaga,Honduras , Minnesota United FC , USA Major League Soccer (1),67,71,24,191cm,82kg,CDM,1,£1.2M,£2.1K
Valgeir Lunddal Fridriksson,Iceland , BK Hacken , Sweden Allsvenskan (1),66,76,20,191cm,82kg,"RB, LB",1,£1.6M,£1.4K
Thomas Meisner,Germany , Hansa Rostock , Germany 2. Bundesliga (2),66,66,31,191cm,82kg,CB,1,£525K,£3.5K
Mason Toye,United States , CF Montreal , USA Major League Soccer (1),65,68,23,191cm,82kg,ST,1,£900K,£1.9K
Tyreeq Bakinson,England , Sheffield Wednesday , England League One (3),65,70,23,191cm,82kg,"CM, CDM",1,£975K,£3K
Ibrahima Conte,Guinea , Chamois Niortais FC , France Ligue 2 (2),64,67,26,191cm,82kg,CB,1,£600K,£1.5K
Stuart Findlay,Scotland , Oxford United , England League One (3),64,66,26,191cm,82kg,CB,1,£575K,£2.5K
Nikolai Rehnen,Germany , SV Sandhausen , Germany 2. Bundesliga (2),63,68,25,191cm,82kg,GK,1,£500K,£1.2K
Nelson Weiper,Germany , 1. FSV Mainz 05 , Germany 1. Bundesliga (1),63,84,17,191cm,82kg,ST,1,£450K,£1.1K
Brian Plat,Netherlands , FC Volendam , Holland Eredivisie (1),63,70,22,191cm,82kg,"RWB, CB",1,£825K,£1.4K
Lewis Mayo,Scotland , Kilmarnock , Scotland Premiership (1),63,73,22,191cm,82kg,"CB, RB",1,£900K,£1.2K
Mikael Mandron,France , Motherwell , Scotland Premiership (1),61,61,27,191cm,82kg,ST,1,£325K,£1.4K
Micael,Brazil , Houston Dynamo , USA Major League Soccer (1),61,74,22,191cm,82kg,CB,1,£675K,£1.1K
Ivan Konovalov,Russia , Livingston , Scotland Premiership (1),61,64,28,191cm,82kg,GK,1,£300K,£1K
Rafael Fernandes,Portugal , Arouca , Portugal Primeira Liga (1),61,72,20,191cm,82kg,CB,1,£600K,£851
Leo Oppermann,Germany , Hamburger SV , Germany 2. Bundesliga (2),60,71,21,191cm,82kg,GK,1,£425K,£1K
Seymour Funger,Germany , Hallescher FC , Germany 3. Liga (3),60,70,20,191cm,82kg,CB,1,£450K,£600
Kelvin Ehibhatiomhan,England , Reading , England Championship (2),59,72,19,191cm,82kg,ST,1,£475K,£1.9K
Gustav Granath,Sweden , Degerfors IF , Sweden Allsvenskan (1),62,66,25,191cm,82kg,CB,1,£450K,£650
Jake Jervis,England , East Bengal FC , Indian Super League (1),64,64,30,191cm,82kg,"RM, ST",1,£500K,£4.1K
Rod McDonald,England , Crewe Alexandra , England League Two (4),64,64,30,191cm,82kg,CB,1,£425K,£2.7K
Bartosz Mrozek,Poland , Stal Mielec , Poland Ekstraklasa (1),65,75,22,191cm,82kg,GK,1,£1.3M,£701
John McCarthy,United States , Los Angeles FC , USA Major League Soccer (1),65,66,30,191cm,82kg,GK,1,£500K,£1.5K
Filip Kurto,Poland , Macarthur FC , Australia A-League (1),65,65,31,191cm,82kg,GK,1,£450K,£951
Richard Wood,England , Rotherham United , England Championship (2),66,66,37,191cm,82kg,CB,1,£140K,£3.1K
Rafal Janicki,Poland , Gornik Zabrze , Poland Ekstraklasa (1),66,66,30,191cm,82kg,CB,1,£625K,£2.1K
Daniel Ciofani,Italy , Cremonese , Italy Serie A (1),68,68,37,191cm,82kg,ST,2,£375K,£4K
Guilherme Ramos,Portugal , Arminia Bielefeld , Germany 2. Bundesliga (2),69,73,25,191cm,82kg,CB,1,£1.6M,£6.9K
Maarten Paes,Netherlands , FC Dallas , USA Major League Soccer (1),70,76,24,191cm,82kg,GK,1,£1.8M,£2.7K
Keinan Davis,England , Watford , England Championship (2),72,77,24,191cm,82kg,ST,1,£3.2M,£25.5K
Lorenzo Montipo,Italy , Hellas Verona , Italy Serie A (1),76,79,26,191cm,82kg,GK,1,£7M,£17.5K
Rodri,Spain , Manchester City , England Premier League (1),87,89,26,191cm,82kg,CDM,3,£79.5M,£180K
Harvey Cartwright,England , Wycombe Wanderers , England League One (3),56,67,20,191cm,82kg,GK,1,£240K,£751
Oskar Agren,Sweden , San Jose Earthquakes , USA Major League Soccer (1),56,63,23,191cm,82kg,CB,1,£240K,£1K
George Burroughs,Scotland , Coventry City , England Championship (2),55,72,19,191cm,82kg,CB,1,£110K,£1.4K
Scott Bitsindou,Congo , Livingston , Scotland Premiership (1),55,58,26,191cm,82kg,"CDM, CB",1,£130K,£1K
Cieran Slicker,Scotland , Manchester City , England Premier League (1),52,69,19,191cm,82kg,GK,1,£60K,£3.6K
Robin Koch,Germany , Leeds United , England Premier League (1),76,80,26,191cm,83kg,"CB, CDM",2,£8.5M,£30.5K
Sebastiaan Bornauw,Belgium , VfL Wolfsburg , Germany 1. Bundesliga (1),75,80,23,191cm,83kg,CB,2,£7M,£26.5K
Yan Junling,China PR , Shanghai Port , China Super League (1),73,73,31,191cm,83kg,GK,1,£1.9M,£13K
Dimitrios Siovas,Greece , Fortuna Sittard , Holland Eredivisie (1),72,72,33,191cm,83kg,CB,1,£1000K,£9.4K
Kamil Piatkowski,Poland , Gent , Belgium Pro League (1),71,78,22,191cm,83kg,"CB, RWB",1,£3.2M,£9.9K
Emil Holm,Sweden , Spezia , Italy Serie A (1),70,78,22,191cm,83kg,"RB, RM",1,£3.1M,£7K
Wouter Burger,Netherlands , FC Basel , Switzerland Super League (1),70,80,21,191cm,83kg,"CDM, CB, CM",1,£3M,£6.5K
Kristian Pedersen,Denmark , 1. FC Koln , Germany 1. Bundesliga (1),70,70,28,191cm,83kg,"LB, CB",1,£1.3M,£12.5K
Juan Perez,Spain , SD Huesca , Spain Segunda Division (2),69,74,26,191cm,83kg,GK,1,£1.4M,£3.5K
Ertugrul Taskiran,Turkey , Kas1mpa_a , Turkey S√ºper Lig (1),68,68,32,191cm,83kg,GK,1,£725K,£4K
Valerica Gaman,Romania , Universitatea Craiova , Romania Liga I (1),67,67,33,191cm,83kg,CB,1,£450K,£4.4K
Stipe Radic,Croatia , Fortuna Sittard , Holland Eredivisie (1),66,76,22,191cm,83kg,CB,1,£1.6M,£3.2K
Chris Forino,England , Wycombe Wanderers , England League One (3),65,73,22,191cm,83kg,CB,1,£1.4M,£2K
Ryan Leak,Wales , Salford City , England League Two (4),64,68,24,191cm,83kg,CB,1,£675K,£3.3K
Derik Lacerda,Brazil , SD Ponferradina , Spain Segunda Division (2),64,72,22,191cm,83kg,"ST, LM, RM",1,£1.2M,£2.1K
Jeremias James,Argentina , San Lorenzo de Almagro , Argentina Primera Division (1),64,76,21,191cm,83kg,CB,1,£1.2M,£2K
Ricardo Grigore,Romania , Petrolul Ploieti , Romania Liga I (1),63,69,23,191cm,83kg,CB,1,£625K,£1.3K
Jordi Pola,Spain , Real Sporting de Gijon , Spain Segunda Division (2),63,74,22,191cm,83kg,CB,1,£900K,£1.6K
Alfonso Simarra,Colombia , Junior de Barranquilla , CONMEBOL Sudamericana,63,68,22,191cm,83kg,CB,1,£600K,£2.7K
Lukas Gugganig,Austria , Altach , Austria Bundesliga (1),63,64,27,191cm,83kg,"CB, CDM",1,£425K,£2.5K
Arnau Comas,Spain , FC Basel , Switzerland Super League (1),66,77,22,191cm,83kg,CB,1,£1.6M,£4K
Simon Moore,England , Coventry City , England Championship (2),67,67,32,191cm,83kg,GK,1,£600K,£5.1K
Bartosz Bialek,Poland , Vitesse , Holland Eredivisie (1),68,79,20,191cm,83kg,ST,1,£2.4M,£5.1K
Tanguy Kouassi,France , Sevilla FC , Spain Primera Division (1),73,83,20,191cm,83kg,CB,1,£5.5M,£12K
Marco Carnesecchi,Italy , Cremonese , Italy Serie A (1),76,84,22,191cm,83kg,GK,1,£13M,£7.5K
Logan Ketterer,United States , CF Montreal , USA Major League Soccer (1),58,58,28,191cm,83kg,GK,1,£150K,£1K
Henrik Bredeli,Norway , FK Jerv , Norway Eliteserien (1),58,65,24,191cm,83kg,CB,1,£350K,£600
Mohammed Sangare,Liberia , Accrington Stanley , England League One (3),59,64,23,191cm,83kg,"CB, LB",1,£275K,£750
Dogukan Kaya,Turkey , MKE Ankaragucu , Turkey S√ºper Lig (1),55,65,22,191cm,83kg,GK,1,£220K,£1.2K
Lazar Mirkovic,Serbia , Karlsruher SC , Germany 2. Bundesliga (2),55,65,20,191cm,83kg,CB,1,£230K,£1.4K
Paul Pogba,France , Juventus , Italy Serie A (1),84,84,29,191cm,84kg,"CM, CDM",4,£37M,£135K
Vesga,Spain , Athletic Club de Bilbao , Spain Primera Division (1),77,77,29,191cm,84kg,CM,1,£9M,£25K
Agustin Rogel,Uruguay , Hertha BSC , Germany 1. Bundesliga (1),72,78,24,191cm,84kg,CB,1,£3M,£14.5K
Ali Sowe,Gambia , MKE Ankaragucu , Turkey S√ºper Lig (1),69,69,28,191cm,84kg,ST,1,£1.3M,£7.3K
Mahame Siby,Mali , Malmo FF , Sweden Allsvenskan (1),68,73,26,191cm,84kg,"CDM, CM",1,£1.4M,£3K
Taichi Hara,Japan , Sint-Truiden , Belgium Pro League (1),67,74,23,191cm,84kg,"ST, RM, LM",1,£1.9M,£4.5K
Flavio,Brazil , Pacos de Ferreira , Portugal Primeira Liga (1),67,69,28,191cm,84kg,CB,1,£925K,£3.3K
David Stockdale,England , Sheffield Wednesday , England League One (3),65,65,36,191cm,84kg,GK,1,£110K,£1.7K
Chinonso Offor,Nigeria , CF Montreal , USA Major League Soccer (1),65,74,22,191cm,84kg,ST,1,£1.5M,£1.9K
Lewis Montsma,Netherlands , Lincoln City , England League One (3),65,69,24,191cm,84kg,CB,1,£825K,£2.1K
John Olav Norheim,Norway , HamKam Fotball , Norway Eliteserien (1),63,65,27,191cm,84kg,"CB, CDM",1,£450K,£901
Guilherme,Brazil , Chaves , Portugal Primeira Liga (1),62,68,21,191cm,84kg,CB,1,£525K,£1K
Nnamdi Collins,Germany , Borussia Dortmund , Germany 1. Bundesliga (1),62,82,18,191cm,84kg,CB,1,£925K,£1.6K
Daniel Klein,Germany , FC Augsburg , Germany 1. Bundesliga (1),60,72,21,191cm,84kg,GK,1,£475K,£1.8K
Enzo Celestine,France , FC Arge , Romania Liga I (1),60,64,25,191cm,84kg,ST,1,£300K,£1.3K
Khiry Shelton,United States , Sporting KC , USA Major League Soccer (1),63,63,29,191cm,84kg,"ST, RW",1,£425K,£1.9K
Ayo Obileye,England , Livingston , Scotland Premiership (1),64,64,27,191cm,84kg,CB,1,£475K,£1.6K
Filippo Sgarbi,Italy , Perugia , Italy Serie B (2),66,71,24,191cm,84kg,CB,1,£1.1M,£1.1K
Stefan Bajic,France , Valenciennes FC , France Ligue 2 (2),66,76,20,191cm,84kg,GK,1,£1.5M,£951
Bjarne Thoelke,Germany , 1. FC Saarbrucken , Germany 3. Liga (3),66,66,30,191cm,84kg,CB,1,£625K,£2.1K
Ivan Zlobin,Russia , Famalicao , Portugal Primeira Liga (1),67,72,25,191cm,84kg,GK,1,£1.1M,£2.2K
Warren O'Hora,Republic of Ireland , Milton Keynes Dons , England League One (3),67,74,23,191cm,84kg,CB,1,£1.7M,£3.1K
William Boyle,England , Huddersfield Town , England Championship (2),67,69,27,191cm,84kg,CB,1,£975K,£5.7K
Mory Konate,Guinea , Sint-Truiden , Belgium Pro League (1),68,68,28,191cm,84kg,"CDM, CM",1,£950K,£5.3K
Luka Lochoshvili,Georgia , Cremonese , Italy Serie A (1),68,73,24,191cm,84kg,CB,1,£1.5M,£3.8K
Philipp Pentke,Germany , TSG 1899 Hoffenheim , Germany 1. Bundesliga (1),68,68,37,191cm,84kg,GK,1,£120K,£5.4K
Filip Kasa,Czech Republic , Viktoria PlzeH , Rest of World,71,71,28,191cm,84kg,CB,1,£1.5M,£12.5K
Hordur Magnusson,Iceland , Panathinaikos , Rest of World,74,74,29,191cm,84kg,"CB, LB",1,£3.2M,£14.5K
Trevoh Chalobah,England , Chelsea , England Premier League (1),76,81,23,191cm,84kg,"CB, RB, CDM",1,£9M,£57K
Cesar Montes,Mexico , RCD Espanyol , Spain Primera Division (1),78,83,25,191cm,84kg,CB,1,£16.5M,£16.5K
Geng Xiaofeng,China PR , Chengdu Rongcheng F.C. , China Super League (1),58,58,34,191cm,84kg,GK,1,£90K,£1.1K
Harvey Macadam,England , Fleetwood Town , England League One (3),57,63,21,191cm,84kg,"CM, RM",1,£240K,£1.3K
Patrick Moser,Austria , SV Ried , Austria Bundesliga (1),56,69,19,191cm,84kg,GK,1,£275K,£551
Pete Jameson,England , Harrogate Town , England League Two (4),58,58,29,191cm,84kg,GK,1,£140K,£1.3K
Preston Judd,United States , Los Angeles Galaxy , USA Major League Soccer (1),58,65,23,191cm,84kg,ST,1,£375K,£1.2K
Melker Ellborg,Sweden , Malmo FF , Sweden Allsvenskan (1),54,71,19,191cm,84kg,GK,1,£80K,£500
Aymeric Laporte,Spain , Manchester City , England Premier League (1),86,87,28,191cm,85kg,CB,3,£58M,£175K
Predrag Rajkovic,Serbia , RCD Mallorca , Spain Primera Division (1),78,81,26,191cm,85kg,GK,2,£12.5M,£19K
Connor Goldson,England , Rangers , Scotland Premiership (1),75,75,29,191cm,85kg,CB,1,£4.2M,£39.5K
Lee Nicholls,England , Huddersfield Town , England Championship (2),74,75,29,191cm,85kg,GK,1,£3.2M,£13K
Lukas Provod,Czech Republic , Slavia Praha , Rest of World,73,76,25,191cm,85kg,"CM, LM",1,£3.6M,£19K
Wallace,Brazil , Wuhan Three Towns , China Super League (1),73,75,27,191cm,85kg,CB,2,£2.9M,£13K
Zanka,Denmark , Brentford , England Premier League (1),73,73,32,191cm,85kg,CB,1,£1.8M,£29K
Marcelo,Brazil , Western Sydney Wanderers , Australia A-League (1),72,72,35,191cm,85kg,CB,2,£550K,£4.5K
Stefano Moreo,Italy , Pisa , Italy Serie B (2),71,71,29,191cm,85kg,"ST, LW",1,£1.7M,£3.7K
Axel Werner,Argentina , Elche CF , Spain Primera Division (1),70,74,26,191cm,85kg,GK,1,£1.5M,£7.3K
Jack O'Connell,England , Sheffield United , England Championship (2),70,70,28,191cm,85kg,CB,1,£1.2M,£13.5K
Andrea Favilli,Italy , Ternana , Italy Serie B (2),70,73,25,191cm,85kg,ST,1,£1.9M,£3K
Elvir Koljic,Bosnia Herzegovina , Universitatea Craiova , Romania Liga I (1),68,69,27,191cm,85kg,ST,1,£1.3M,£6.2K
Petko Hristov,Bulgaria , Venezia , Italy Serie B (2),68,76,23,191cm,85kg,CB,1,£2.3M,£1.6K
Bjorn Paulsen,Denmark , Odense Boldklub , Denmark Superliga (1),67,67,31,191cm,85kg,CB,1,£625K,£4.1K
Branislav Ninaj,Slovakia , Sepsi OSK , Romania Liga I (1),67,69,28,191cm,85kg,CB,1,£925K,£4.2K
Ionut Larie,Romania , Farul Constana , Romania Liga I (1),66,66,35,191cm,85kg,CB,1,£200K,£2.1K
Vitus Eicher,Germany , 1. FC Heidenheim , Germany 2. Bundesliga (2),66,66,31,191cm,85kg,GK,1,£525K,£4.6K
Benaissa Benamar,Morocco , FC Volendam , Holland Eredivisie (1),66,70,25,191cm,85kg,"CB, CDM",1,£950K,£2.1K
Andi Hoti,Kosovo , SC Freiburg II , Germany 3. Liga (3),65,76,19,191cm,85kg,CB,1,£1.3M,£600
Martin Rodriguez,Uruguay , , ,65,65,32,191cm,85kg,GK,1,£425K,£500
Jay Emmanuel-Thomas,England , Jamshedpur FC , Indian Super League (1),64,64,31,191cm,85kg,"ST, CM",1,£450K,£3.6K
Felipe Cadenazzi,Argentina , , ,62,62,30,191cm,85kg,ST,1,£350K,£500
Tomi Juric,Australia , Melbourne Victory , Australia A-League (1),62,62,31,191cm,85kg,ST,1,£300K,£1.9K
Julian Dunn,Canada , HamKam Fotball , Norway Eliteserien (1),61,71,22,191cm,85kg,CB,1,£625K,£601
Will Wright,England , Gillingham , England League Two (4),61,64,25,191cm,85kg,"RB, CB",1,£350K,£1.9K
Seid Korac,Luxemburg , Degerfors IF , Sweden Allsvenskan (1),62,72,20,191cm,85kg,CB,1,£725K,£500
Eldin Jakupovic,Switzerland , Los Angeles FC , USA Major League Soccer (1),63,63,37,191cm,85kg,GK,1,£50K,£801
Andrei Chindris,Romania , UTA Arad , Romania Liga I (1),64,69,23,191cm,85kg,CB,1,£725K,£1.5K
Pierre Patron,France , Charleroi , Belgium Pro League (1),66,70,25,191cm,85kg,GK,1,£850K,£2.8K
Enrico Alfonso,Italy , Spal , Italy Serie B (2),67,67,34,191cm,85kg,GK,1,£450K,£1.1K
Alex Palmer,England , West Bromwich Albion , England Championship (2),68,72,26,191cm,85kg,GK,1,£1.2M,£8.9K
Roderick Miranda,Portugal , Melbourne Victory , Australia A-League (1),69,69,31,191cm,85kg,CB,1,£850K,£4.1K
Auston Trusty,United States , Birmingham City , England Championship (2),72,78,24,191cm,85kg,"CB, LB",1,£3M,£17K
Zouhair Feddal,Morocco , Alanyaspor , Turkey S√ºper Lig (1),75,75,32,191cm,85kg,CB,1,£3.3M,£17K
Mohammed Salisu,Ghana , Southampton , England Premier League (1),76,81,23,191cm,85kg,CB,1,£9M,£34K
Nathan McGinley,England , Motherwell , Scotland Premiership (1),64,65,25,191cm,85kg,LB,1,£575K,£1.5K
Jahmari Clarke,Jamaica , Forest Green Rovers , England League One (3),58,74,18,191cm,85kg,ST,1,£190K,£750
Johannes Schenk,Germany , Bayern Munchen , Germany 1. Bundesliga (1),57,72,19,191cm,85kg,GK,1,£300K,£2K
Feng Boyuan,China PR , Henan Songshan Longmen FC , China Super League (1),52,52,27,191cm,85kg,ST,1,£80K,£1.8K
Rafa Mir,Spain , Sevilla FC , Spain Primera Division (1),78,82,25,191cm,86kg,ST,1,£18M,£26.5K
Ladislav Krejci,Czech Republic , Sparta Praha , Rest of World,76,82,23,191cm,86kg,"CB, CDM, CM",1,£9.5M,£16.5K
Angelo Ogbonna,Italy , West Ham United , England Premier League (1),76,76,34,191cm,86kg,CB,2,£2.2M,£47K
Matias Dituro,Argentina , Universidad Catolica , CONMEBOL Libertadores,75,75,35,191cm,86kg,GK,1,£1.6M,£11K
Mbaye Diagne,Senegal , Fatih Karagumruk S.K. , Turkey S√ºper Lig (1),74,74,30,191cm,86kg,ST,1,£3.7M,£21.5K
Kei Kamara,Sierra Leone , Chicago Fire FC , USA Major League Soccer (1),70,70,37,191cm,86kg,ST,1,£500K,£3.7K
Emmanuel Iyoha,Germany , Fortuna Dusseldorf , Germany 2. Bundesliga (2),69,70,24,191cm,86kg,"LM, ST, RM",1,£1.6M,£8.8K
Miguel Rubio,Spain , Granada CF , Spain Segunda Division (2),68,75,24,191cm,86kg,CB,1,£2M,£3.4K
Niki Maenpaa,Finland , Venezia , Italy Serie B (2),65,65,37,191cm,86kg,GK,1,£70K,£601
Soumaila Coulibaly,France , Borussia Dortmund , Germany 1. Bundesliga (1),64,81,18,191cm,86kg,CB,1,£475K,£2.1K
Matheus Nogueira,Brazil , Portimonense , Portugal Primeira Liga (1),64,69,24,191cm,86kg,GK,1,£650K,£1.2K
Casper Widell,Sweden , Helsingborgs IF , Sweden Allsvenskan (1),62,77,19,191cm,86kg,CB,1,£800K,£500
Baptiste Guillaume,Belgium , En Avant Guingamp , France Ligue 2 (2),69,70,27,191cm,86kg,ST,1,£1.5M,£4.3K
Jordan Siebatcheu,United States , 1. FC Union Berlin , Germany 1. Bundesliga (1),73,74,26,191cm,86kg,ST,1,£3.3M,£23K
Thomas Henry,France , Hellas Verona , Italy Serie A (1),74,74,27,191cm,86kg,ST,1,£4.1M,£22.5K
Nico Schlotterbeck,Germany , Borussia Dortmund , Germany 1. Bundesliga (1),82,87,22,191cm,86kg,CB,2,£38M,£42K
Patrik Schick,Czech Republic , Bayer 04 Leverkusen , Germany 1. Bundesliga (1),83,84,26,191cm,86kg,ST,3,£39M,£72K
Peter Gulacsi,Hungary , RB Leipzig , Germany 1. Bundesliga (1),85,85,32,191cm,86kg,GK,3,£32.5M,£59K
Tor Erik Larsen,Norway , Aalesunds FK , Norway Eliteserien (1),57,64,23,191cm,86kg,GK,1,£250K,£500
Oliwier Zych,Poland , Aston Villa , England Premier League (1),57,76,18,191cm,86kg,GK,1,£325K,£801
Jonas Weyand,Germany , 1. FC Kaiserslautern , Germany 2. Bundesliga (2),59,67,21,191cm,86kg,GK,1,£400K,£951
Zack Steffen,United States , Middlesbrough , England Championship (2),76,76,27,191cm,86kg,GK,1,£5M,£19K
Ahmed Longmire,United States , Nashville SC , USA Major League Soccer (1),54,65,22,191cm,86kg,CB,1,£200K,£900
Anthony Marcucci,United States , New York Red Bulls , USA Major League Soccer (1),53,60,23,191cm,86kg,GK,1,£140K,£701
Joe Reynolds,Republic of Ireland , AFC Richmond , Rest of World,76,76,31,191cm,87kg,CB,1,£4.6M,£13K
Giangiacomo Magnani,Italy , Hellas Verona , Italy Serie A (1),73,76,26,191cm,87kg,CB,1,£3.2M,£17.5K
Adam Masina,Morocco , Udinese , Italy Serie A (1),73,73,28,191cm,87kg,"LWB, LM, LB",1,£2.5M,£12K
Eduardo Fonseira,Brazil , Corinthians , CONMEBOL Libertadores,71,71,22,191cm,87kg,GK,1,£1.5M,£8.4K
Edgar,Brazil , Daegu FC , Korea K League 1 (1),71,71,35,191cm,87kg,"ST, LW, RW",1,£725K,£4.3K
Andreas Maxso,Denmark , Colorado Rapids , USA Major League Soccer (1),71,71,28,191cm,87kg,CB,1,£1.5M,£4.9K
Marc-Aurele Caillard,France , FC Metz , France Ligue 2 (2),68,71,28,191cm,87kg,GK,1,£1.1M,£2.6K
Alfie Jones,England , Hull City , England Championship (2),68,74,24,191cm,87kg,"CB, CDM",1,£1.6M,£5.2K
Dimitrios Stavropoulos,Greece , Warta PoznaD , Poland Ekstraklasa (1),67,71,25,191cm,87kg,CB,1,£1.1M,£1.3K
David Button,England , West Bromwich Albion , England Championship (2),67,67,33,191cm,87kg,GK,1,£475K,£7.5K
David Mitov Nilsson,FYR Macedonia , IK Sirius , Sweden Allsvenskan (1),66,66,31,191cm,87kg,GK,1,£525K,£1.1K
Sun Jie,China PR , Changchun Yatai , China Super League (1),65,65,30,191cm,87kg,CB,1,£525K,£2.4K
Milosz Trojak,Poland , Korona Kielce , Poland Ekstraklasa (1),64,65,28,191cm,87kg,"CB, CDM",1,£500K,£1.1K
Konrad Forenc,Poland , Korona Kielce , Poland Ekstraklasa (1),63,64,30,191cm,87kg,GK,1,£350K,£751
Matthias Maak,Austria , Austria Lustenau , Austria Bundesliga (1),62,62,30,191cm,87kg,CB,1,£300K,£1.5K
Steve Kroll,Germany , SV Darmstadt 98 , Germany 2. Bundesliga (2),62,67,25,191cm,87kg,GK,1,£425K,£2.3K
Diogo Fonseca,Portugal , Braga , Portugal Primeira Liga (1),61,74,20,191cm,87kg,CB,1,£675K,£1.4K
Max Cleworth,England , Wrexham , Rest of World,60,71,20,191cm,87kg,CB,1,£450K,£2.4K
Jo Coppens,Belgium , Sint-Truiden , Belgium Pro League (1),64,64,31,191cm,87kg,GK,1,£350K,£2.3K
Jeroen Veldmate,Netherlands , FC Emmen , Holland Eredivisie (1),66,66,33,191cm,87kg,CB,1,£375K,£2.5K
Warleson,Brazil , Cercle Brugge , Belgium Pro League (1),66,70,26,191cm,87kg,GK,1,£825K,£3K
Blaz Kramer,Slovenia , Legia Warszawa , Poland Ekstraklasa (1),66,68,26,191cm,87kg,ST,1,£975K,£3.2K
Cesario Figueirido,Brazil , Sao Paulo , CONMEBOL Sudamericana,69,69,26,191cm,87kg,CB,1,£1.2M,£11K
Gautier Lloris,France , Le Havre AC , France Ligue 2 (2),69,72,27,191cm,87kg,CB,1,£1.4M,£3.4K
Guido Carrillo,Argentina , Estudiantes de La Plata , Argentina Primera Division (1),70,70,31,191cm,87kg,ST,1,£1.2M,£7.5K
Martin Adam,Hungary , Ulsan Hyundai , Korea K League 1 (1),71,71,27,191cm,87kg,ST,1,£1.8M,£18K
Omar Colley,Gambia , Be_ikta_ , Turkey S√ºper Lig (1),74,74,29,191cm,87kg,CB,1,£3.2M,£34K
Marko Grujic,Serbia , FC Porto , Portugal Primeira Liga (1),77,78,26,191cm,88kg,"CM, CDM",1,£11M,£13K
Ruben Loftus-Cheek,England , Chelsea , England Premier League (1),77,78,26,191cm,88kg,"CM, CDM, RM",1,£11M,£78K
Asger Sorensen,Denmark , Sparta Praha , Rest of World,75,76,26,191cm,88kg,CB,1,£5M,£18K
